"","TF","MEMBERS"
"1990","Misin06G313000.1","'Misin05G077700.1"", 'Misin05G122000.1"", 'Misin05G233400.1"", 'Misin05G334800.1"", 'Misin10G109300.1"", 'Misin17G104500.1"", 'MisinT139000.1"", 'Misin08G078500.1"", 'Misin08G288800.1"", 'Misin01G078300.1"", 'Misin01G083100.1"", 'Misin01G128900.1"", 'Misin06G022900.1"", 'Misin06G077400.1"", 'Misin06G132100.1"", 'Misin06G157600.1"", 'Misin06G253200.1"", 'Misin06G254300.1"", 'Misin06G269000.1"", 'Misin06G281400.1"", 'Misin06G384600.1"", 'Misin02G028100.1"", 'Misin02G093300.1"", 'Misin02G094400.1"", 'Misin02G218100.1"", 'Misin02G281300.1"", 'Misin02G471600.1"", 'Misin09G134800.1"", 'Misin09G167500.1"", 'MisinT292000.1"", 'Misin11G046100.1"", 'Misin11G095700.1"", 'MisinT439300.1"", 'Misin19G052500.1"", 'Misin03G116300.1"", 'Misin03G117400.1"", 'Misin03G128700.1"", 'Misin03G134700.1"", 'Misin18G069500.1"", 'Misin18G082400.1"", 'Misin18G087500.1"", 'Misin12G134800.1"", 'Misin04G245500.1"", 'Misin04G302300.1"", 'MisinT165500.1"", 'Misin07G031900.1"", 'Misin07G503400.1"""
"1991","Misin06G313500.1","'"""
"1992","Misin06G313600.1","'Misin05G028400.1"", 'Misin05G090200.1"", 'Misin05G171500.1"", 'Misin05G248600.1"", 'Misin05G298900.1"", 'Misin10G150200.1"", 'Misin17G049700.1"", 'Misin17G117800.1"", 'Misin17G168400.1"", 'Misin17G195500.1"", 'Misin17G266900.1"", 'Misin16G008000.1"", 'Misin16G022300.1"", 'Misin16G047600.1"", 'Misin16G061400.1"", 'Misin16G104700.1"", 'Misin16G111900.1"", 'Misin08G268000.1"", 'Misin01G111800.1"", 'Misin01G194200.1"", 'Misin01G472100.1"", 'Misin06G165500.1"", 'Misin06G181600.1"", 'Misin06G303300.1"", 'Misin06G336100.1"", 'Misin06G336700.1"", 'Misin06G383200.1"", 'Misin02G016100.1"", 'Misin02G106300.1"", 'Misin02G200000.1"", 'Misin02G232700.1"", 'Misin02G256000.1"", 'Misin02G275800.1"", 'Misin02G283700.1"", 'Misin02G313000.1"", 'Misin14G052900.1"", 'Misin09G012300.1"", 'Misin09G120200.1"", 'Misin11G073700.1"", 'MisinT556900.1"", 'Misin15G086500.1"", 'Misin15G145100.1"", 'Misin15G180800.1"", 'Misin19G017700.1"", 'Misin03G038100.1"", 'Misin03G053100.1"", 'Misin03G059600.1"", 'Misin03G071000.1"", 'Misin03G071500.1"", 'Misin03G082000.1"", 'Misin03G122400.1"", 'Misin03G155300.1"", 'Misin03G311500.1"", 'Misin03G362400.1"", 'Misin18G088300.1"", 'Misin18G253800.1"", 'Misin12G092700.1"", 'Misin12G208500.1"", 'Misin04G060600.1"", 'Misin04G076100.1"", 'Misin04G136400.1"", 'Misin04G374000.1"", 'Misin04G376000.1"", 'Misin04G385700.1"", 'Misin04G393700.1"", 'Misin13G012700.1"", 'MisinT218300.1"", 'Misin07G003400.1"", 'Misin07G078000.1"", 'Misin07G293900.1"", 'Misin07G297400.1"""
"1993","Misin06G313700.1","'MisinT151200.1"", 'Misin10G064500.1"", 'Misin17G220800.1"", 'Misin16G114000.1"", 'Misin08G099700.1"", 'Misin08G224400.1"", 'Misin01G243600.1"", 'Misin06G069700.1"", 'Misin06G269100.1"", 'Misin02G287700.1"", 'Misin02G296100.1"", 'Misin02G393500.1"", 'Misin09G098800.1"", 'Misin11G160400.1"", 'Misin03G102700.1"", 'Misin03G186700.1"", 'Misin18G108100.1"", 'Misin04G209600.1"", 'Misin07G533500.1"""
"1994","Misin06G315900.1","'Misin05G136700.1"", 'Misin05G274000.1"", 'Misin05G338000.1"", 'Misin10G067500.1"", 'Misin17G008700.1"", 'Misin17G018200.1"", 'Misin17G153000.1"", 'Misin16G028800.1"", 'Misin16G249200.1"", 'Misin08G124900.1"", 'Misin01G148000.1"", 'Misin01G204200.1"", 'Misin01G374500.1"", 'Misin01G496800.1"", 'Misin06G101600.1"", 'Misin06G124100.1"", 'Misin02G077100.1"", 'Misin02G161000.1"", 'Misin02G250600.1"", 'Misin02G419500.1"", 'Misin11G123900.1"", 'Misin11G228300.1"", 'Misin03G324300.1"", 'MisinT462800.1"", 'Misin12G141900.1"", 'Misin04G034300.1"", 'Misin04G322700.1"", 'Misin04G322800.1"", 'MisinT507400.1"", 'MisinT573300.1"", 'Misin07G063000.1"", 'Misin07G261200.1"", 'Misin07G295300.1"", 'Misin07G316600.1"", 'Misin07G321200.1"", 'Misin07G390900.1"""
"1995","Misin06G316100.1","'Misin10G044300.1"", 'Misin17G081600.1"", 'Misin19G243600.1"", 'Misin03G277900.1"", 'Misin12G151800.1"", 'Misin07G163500.1"""
"1996","Misin06G316900.1","'Misin16G244500.1"""
"1997","Misin06G317700.1","'Misin05G079700.1"", 'Misin17G148000.1"", 'Misin17G243500.1"", 'Misin16G164500.1"""
"1998","Misin06G318000.1","'Misin03G230100.1"", 'Misin18G214800.1"""
"1999","Misin06G318900.1","'Misin17G181500.1"", 'Misin17G256500.1"", 'Misin08G042100.1"", 'Misin01G494100.1"", 'Misin06G149200.1"", 'Misin06G313100.1"", 'Misin02G074400.1"", 'Misin02G254700.1"", 'Misin09G038400.1"", 'Misin09G129900.1"", 'Misin11G045800.1"", 'Misin11G142200.1"", 'Misin15G024600.1"", 'Misin19G078900.1"", 'Misin12G133600.1"", 'Misin04G283900.1"", 'MisinT381300.1"", 'Misin07G230300.1"""
"2000","Misin06G319000.1","'Misin05G259000.1"", 'Misin05G268200.1"", 'Misin05G306600.1"", 'Misin10G019600.1"", 'Misin17G032800.1"", 'Misin17G217500.1"", 'Misin16G043600.1"", 'Misin16G149300.1"", 'Misin16G198800.1"", 'Misin08G071900.1"", 'Misin08G092100.1"", 'Misin01G179800.1"", 'Misin01G326300.1"", 'Misin01G331900.1"", 'Misin06G044100.1"", 'Misin06G269200.1"", 'Misin06G361500.1"", 'Misin02G075600.1"", 'Misin02G294300.1"", 'Misin02G375600.1"", 'Misin02G449300.1"", 'Misin02G474200.1"", 'Misin09G180200.1"", 'Misin11G230100.1"", 'Misin15G158400.1"", 'Misin19G007000.1"", 'Misin19G021200.1"", 'Misin19G216400.1"", 'Misin19G229100.1"", 'Misin03G228600.1"", 'MisinT144200.1"", 'Misin12G189300.1"", 'Misin04G234900.1"", 'Misin13G002300.1"", 'Misin07G000400.1"", 'Misin07G044000.1"", 'Misin07G394100.1"", 'Misin07G397300.1"", 'Misin07G456600.1"""
"2001","Misin06G319300.1","'Misin05G342400.1"", 'Misin05G357200.1"", 'Misin17G040500.1"", 'Misin16G062200.1"", 'Misin16G222000.1"", 'Misin01G364200.1"", 'Misin06G114000.1"", 'Misin06G114700.1"", 'Misin06G287800.1"", 'Misin02G428000.1"", 'Misin19G162400.1"", 'Misin03G127600.1"", 'Misin18G029700.1"", 'Misin12G245700.1"", 'Misin04G077200.1"", 'Misin04G303500.1"", 'Misin13G075200.1"", 'Misin13G148200.1"""
"2002","Misin06G319700.1","'Misin05G022800.1"", 'Misin05G091600.1"", 'Misin17G047300.1"", 'Misin17G049000.1"", 'Misin16G204400.1"", 'Misin08G290400.1"", 'Misin08G299400.1"", 'Misin01G495000.1"", 'Misin09G124500.1"", 'Misin11G062500.1"", 'Misin15G107000.1"", 'Misin19G068800.1"", 'Misin07G422700.1"""
"2003","Misin06G320500.1","'Misin05G341200.1"", 'Misin16G197000.1"", 'Misin15G064200.1"""
"2004","Misin06G320600.1","'Misin05G341100.1"", 'Misin16G083100.1"", 'Misin01G270600.1"", 'Misin06G296100.1"", 'Misin02G187100.1"", 'Misin02G507500.1"", 'Misin11G241900.1"", 'Misin15G046200.1"", 'Misin15G191000.1"", 'Misin19G092200.1"", 'Misin03G024900.1"", 'Misin04G398400.1"", 'Misin07G255900.1"", 'Misin07G465800.1"""
"2005","Misin06G324200.1","'MisinT409000.1"", 'Misin05G291000.1"", 'Misin05G388400.1"", 'Misin17G032100.1"", 'Misin17G133700.1"", 'Misin17G147000.1"", 'Misin17G156700.1"", 'Misin17G183700.1"", 'Misin16G026400.1"", 'Misin08G013600.1"", 'Misin08G054000.1"", 'Misin08G119900.1"", 'Misin01G054100.1"", 'Misin01G184400.1"", 'Misin01G186500.1"", 'Misin01G298400.1"", 'Misin01G419900.1"", 'Misin01G465500.1"", 'Misin01G474400.1"", 'MisinT290900.1"", 'Misin06G047000.1"", 'Misin06G085200.1"", 'Misin06G097200.1"", 'Misin06G208800.1"", 'Misin06G210800.1"", 'Misin06G216300.1"", 'Misin06G246400.1"", 'Misin06G314900.1"", 'Misin06G375900.1"", 'Misin06G404900.1"", 'Misin02G006300.1"", 'Misin02G169900.1"", 'Misin02G340100.1"", 'Misin02G389600.1"", 'Misin02G462400.1"", 'Misin02G473700.1"", 'Misin14G079100.1"", 'Misin14G100200.1"", 'Misin09G042700.1"", 'Misin11G013700.1"", 'Misin11G199500.1"", 'Misin15G146800.1"", 'Misin15G149800.1"", 'Misin19G124900.1"", 'Misin19G201600.1"", 'Misin03G032200.1"", 'Misin03G110700.1"", 'Misin03G179000.1"", 'Misin03G192600.1"", 'Misin03G213900.1"", 'Misin03G275500.1"", 'Misin03G317400.1"", 'Misin03G343200.1"", 'Misin18G103400.1"", 'Misin18G135800.1"", 'Misin18G163300.1"", 'Misin18G260600.1"", 'Misin12G034600.1"", 'Misin12G048800.1"", 'Misin12G169000.1"", 'Misin04G001000.1"", 'Misin04G219400.1"", 'Misin04G369000.1"", 'Misin04G387800.1"", 'Misin13G000900.1"", 'Misin13G129700.1"", 'Misin07G198600.1"", 'Misin07G240400.1"", 'Misin07G437000.1"", 'Misin07G452200.1"", 'Misin07G512500.1"", 'Misin07G544800.1"", 'MisinT326200.1"", 'MisinT259400.1"""
"2006","Misin06G324400.1","'Misin05G143900.1"", 'Misin10G058200.1"", 'Misin17G232500.1"", 'Misin16G066300.1"", 'Misin16G141600.1"", 'Misin08G209900.1"", 'Misin08G285000.1"", 'Misin01G069500.1"", 'Misin01G266100.1"", 'Misin01G452800.1"", 'Misin06G045600.1"", 'Misin06G131400.1"", 'Misin06G190800.1"", 'Misin06G258700.1"", 'Misin06G351900.1"", 'Misin06G368400.1"", 'Misin06G387400.1"", 'MisinT380800.1"", 'Misin02G055600.1"", 'Misin02G230300.1"", 'MisinT402900.1"", 'Misin09G056400.1"", 'Misin15G156700.1"", 'Misin03G340500.1"", 'Misin03G342800.1"", 'Misin18G105500.1"", 'Misin12G004800.1"", 'Misin07G306400.1"""
"2007","Misin06G324500.1","'Misin05G111700.1"", 'Misin05G311800.1"", 'Misin05G316600.1"", 'Misin05G325300.1"", 'Misin05G327300.1"", 'Misin10G012500.1"", 'Misin17G080200.1"", 'MisinT264200.1"", 'Misin16G030900.1"", 'Misin16G044600.1"", 'Misin16G064800.1"", 'Misin16G118300.1"", 'Misin16G154900.1"", 'Misin16G214000.1"", 'Misin16G224400.1"", 'MisinT360800.1"", 'Misin08G282900.1"", 'Misin08G322200.1"", 'Misin01G003900.1"", 'Misin01G052800.1"", 'Misin01G135100.1"", 'Misin01G223100.1"", 'Misin01G249600.1"", 'Misin01G423300.1"", 'Misin06G044700.1"", 'Misin06G073200.1"", 'Misin06G086500.1"", 'Misin06G303400.1"", 'Misin06G385800.1"", 'Misin02G067900.1"", 'Misin02G132500.1"", 'Misin02G383800.1"", 'Misin02G392600.1"", 'Misin02G428900.1"", 'Misin02G500800.1"", 'Misin14G120100.1"", 'Misin11G184900.1"", 'Misin11G269400.1"", 'MisinT304200.1"", 'Misin15G013800.1"", 'Misin15G020800.1"", 'Misin19G015500.1"", 'Misin19G269600.1"", 'Misin03G032300.1"", 'Misin03G095800.1"", 'Misin18G090000.1"", 'Misin18G183500.1"", 'Misin12G069900.1"", 'Misin12G127900.1"", 'Misin12G205200.1"", 'Misin12G246000.1"", 'Misin12G255100.1"", 'Misin13G076700.1"", 'Misin13G151000.1"", 'Misin07G001800.1"", 'Misin07G045900.1"", 'Misin07G075000.1"", 'Misin07G098800.1"", 'Misin07G216700.1"", 'Misin07G280200.1"", 'Misin07G373300.1"", 'Misin07G381300.1"", 'Misin07G461700.1"""
"2008","Misin06G324600.1","'Misin05G213100.1"", 'Misin05G227700.1"", 'Misin10G191300.1"", 'Misin16G050500.1"", 'Misin16G068800.1"", 'Misin16G087900.1"", 'Misin16G229100.1"", 'Misin16G235800.1"", 'Misin08G293700.1"", 'Misin06G357200.1"", 'Misin02G016000.1"", 'Misin02G125600.1"", 'Misin14G004700.1"", 'Misin09G043800.1"", 'Misin11G075300.1"", 'Misin11G119000.1"", 'Misin11G192800.1"", 'Misin15G016700.1"", 'Misin15G126200.1"", 'Misin03G253500.1"", 'Misin03G259400.1"", 'MisinT303000.1"", 'Misin04G076100.1"", 'Misin13G105000.1"", 'Misin07G152200.1"""
"2009","Misin06G324900.1","'Misin16G262700.1"", 'Misin01G099300.1"", 'Misin01G466800.1"", 'Misin02G086600.1"", 'Misin18G132500.1"", 'Misin04G306800.1"", 'Misin13G193300.1"", 'MisinT536700.1"""
"2010","Misin06G325600.1","'Misin05G073300.1"", 'Misin05G157400.1"", 'Misin05G167200.1"", 'Misin17G095900.1"", 'Misin08G191000.1"", 'Misin08G272500.1"", 'Misin08G305800.1"", 'Misin01G026000.1"", 'Misin01G353500.1"", 'Misin02G140900.1"", 'Misin14G144300.1"", 'Misin19G115800.1"", 'Misin19G160000.1"", 'Misin03G242200.1"", 'Misin12G080700.1"", 'Misin12G193200.1"", 'Misin04G036700.1"", 'Misin04G230700.1"", 'Misin07G080700.1"", 'Misin07G231000.1"", 'Misin07G383700.1"", 'Misin07G429300.1"", 'Misin07G468600.1"", 'Misin07G533500.1"", 'Misin07G551300.1"", 'MisinT005600.1"""
"2011","Misin06G325700.1","'MisinT412000.1"", 'Misin05G002600.1"", 'Misin05G141300.1"", 'Misin05G179600.1"", 'Misin05G334400.1"", 'Misin10G083300.1"", 'Misin10G136400.1"", 'Misin17G115900.1"", 'Misin17G125000.1"", 'Misin17G150000.1"", 'Misin17G174300.1"", 'Misin17G196300.1"", 'Misin17G210700.1"", 'Misin17G212000.1"", 'Misin16G104900.1"", 'Misin16G116100.1"", 'Misin16G176500.1"", 'Misin16G250900.1"", 'Misin08G002500.1"", 'Misin08G038400.1"", 'Misin08G115200.1"", 'Misin08G204900.1"", 'Misin08G271200.1"", 'Misin01G119200.1"", 'Misin01G186300.1"", 'Misin01G272000.1"", 'Misin01G278600.1"", 'Misin01G341400.1"", 'Misin01G350200.1"", 'Misin01G367200.1"", 'Misin01G373100.1"", 'Misin01G427700.1"", 'Misin01G488500.1"", 'Misin01G501200.1"", 'Misin01G505500.1"", 'Misin01G508300.1"", 'MisinT429300.1"", 'Misin06G011100.1"", 'Misin06G149900.1"", 'Misin06G169100.1"", 'Misin06G362800.1"", 'Misin02G077400.1"", 'Misin02G162400.1"", 'Misin02G230100.1"", 'Misin02G253300.1"", 'Misin02G285600.1"", 'Misin02G286900.1"", 'Misin02G390400.1"", 'Misin02G405700.1"", 'Misin02G428200.1"", 'Misin14G055200.1"", 'Misin14G107100.1"", 'Misin14G112400.1"", 'MisinT538200.1"", 'Misin09G057100.1"", 'Misin11G151900.1"", 'Misin11G221300.1"", 'Misin11G257600.1"", 'MisinT068000.1"", 'Misin15G093100.1"", 'Misin19G181400.1"", 'Misin19G182900.1"", 'Misin19G277800.1"", 'Misin03G147100.1"", 'Misin03G164700.1"", 'Misin03G251400.1"", 'Misin03G283000.1"", 'Misin03G338600.1"", 'Misin18G044200.1"", 'Misin18G192800.1"", 'Misin18G236100.1"", 'Misin12G042200.1"", 'Misin12G090900.1"", 'Misin12G123800.1"", 'Misin12G257900.1"", 'Misin04G000600.1"", 'Misin04G144400.1"", 'Misin04G346700.1"", 'MisinT425800.1"", 'Misin07G039300.1"", 'Misin07G169500.1"", 'Misin07G322500.1"", 'Misin07G356100.1"", 'Misin07G400300.1"", 'Misin07G526300.1"", 'Misin07G549400.1"", 'MisinT357000.1"""
"2012","Misin06G325800.1","'Misin05G091800.1"", 'Misin05G129200.1"", 'Misin05G140200.1"", 'Misin05G222400.1"", 'Misin05G252000.1"", 'Misin05G256900.1"", 'Misin05G359800.1"", 'Misin05G380500.1"", 'Misin10G037600.1"", 'Misin10G072500.1"", 'Misin17G151200.1"", 'Misin17G218900.1"", 'Misin17G229600.1"", 'Misin17G242600.1"", 'Misin16G060400.1"", 'Misin16G062500.1"", 'Misin16G108200.1"", 'Misin16G118400.1"", 'Misin16G180600.1"", 'Misin08G198400.1"", 'Misin01G219700.1"", 'Misin01G306000.1"", 'Misin01G359300.1"", 'Misin01G491900.1"", 'MisinT530200.1"", 'Misin06G096600.1"", 'Misin06G195900.1"", 'Misin06G222700.1"", 'Misin06G352500.1"", 'Misin06G376000.1"", 'Misin02G306000.1"", 'Misin02G336400.1"", 'Misin02G363300.1"", 'Misin02G377400.1"", 'Misin02G432300.1"", 'Misin11G048400.1"", 'Misin11G209200.1"", 'MisinT328300.1"", 'MisinT305000.1"", 'Misin15G039400.1"", 'Misin19G063700.1"", 'Misin19G156100.1"", 'Misin18G065100.1"", 'Misin12G159500.1"", 'Misin12G207300.1"", 'Misin04G132400.1"", 'Misin04G401300.1"", 'Misin13G111200.1"", 'Misin13G114600.1"", 'Misin13G171500.1"", 'MisinT076300.1"", 'MisinT558400.1"", 'Misin07G197500.1"", 'Misin07G244300.1"", 'Misin07G260600.1"", 'Misin07G341400.1"", 'Misin07G526600.1"", 'Misin07G541500.1"""
"2013","Misin06G327200.1","'Misin01G098800.1"", 'Misin01G214600.1"", 'Misin01G418400.1"", 'MisinT297000.1"", 'MisinT520100.1"", 'Misin03G102100.1"", 'Misin03G175300.1"", 'Misin03G366200.1"", 'Misin18G235800.1"", 'Misin13G187300.1"", 'Misin07G155800.1"""
"2014","Misin06G327600.1","'"""
"2015","Misin06G328000.1","'Misin05G391200.1"", 'Misin17G253800.1"", 'Misin08G105100.1"", 'Misin08G146200.1"", 'Misin01G276900.1"", 'Misin06G018900.1"", 'Misin06G407800.1"", 'Misin02G288400.1"", 'Misin02G413200.1"", 'Misin02G428400.1"", 'Misin14G160300.1"", 'Misin11G031700.1"", 'Misin11G231900.1"", 'Misin19G032100.1"", 'Misin19G067300.1"", 'Misin19G182500.1"", 'Misin19G246300.1"", 'MisinT171400.1"", 'Misin18G222400.1"", 'Misin12G173200.1"", 'Misin04G144300.1"", 'Misin07G440100.1"""
"2016","Misin06G328200.1","'Misin13G057700.1"""
"2017","Misin06G331000.1","'MisinT375100.1"", 'Misin05G051600.1"", 'Misin05G085100.1"", 'Misin05G094500.1"", 'Misin05G160000.1"", 'Misin05G164300.1"", 'Misin05G205100.1"", 'Misin05G212100.1"", 'Misin05G306600.1"", 'MisinT184700.1"", 'Misin10G093100.1"", 'Misin17G118900.1"", 'Misin17G120100.1"", 'Misin17G156000.1"", 'Misin16G055900.1"", 'Misin16G064800.1"", 'Misin16G094400.1"", 'Misin16G149300.1"", 'Misin16G197500.1"", 'Misin16G214000.1"", 'Misin08G176500.1"", 'Misin08G251300.1"", 'Misin01G156800.1"", 'Misin01G238100.1"", 'Misin01G258700.1"", 'Misin01G380500.1"", 'Misin01G455500.1"", 'Misin01G478500.1"", 'Misin06G359400.1"", 'Misin02G034400.1"", 'Misin02G132400.1"", 'Misin02G176000.1"", 'Misin02G207000.1"", 'Misin02G234100.1"", 'Misin02G347400.1"", 'Misin02G371900.1"", 'Misin02G435300.1"", 'Misin02G474200.1"", 'Misin14G056900.1"", 'Misin09G029300.1"", 'Misin09G057000.1"", 'Misin09G126500.1"", 'MisinT153600.1"", 'Misin15G158400.1"", 'Misin19G052300.1"", 'Misin19G129300.1"", 'Misin03G024200.1"", 'Misin03G049000.1"", 'Misin03G074000.1"", 'Misin03G096000.1"", 'Misin03G151300.1"", 'Misin03G228400.1"", 'Misin03G232800.1"", 'Misin03G278600.1"", 'Misin03G283800.1"", 'Misin03G333300.1"", 'Misin03G369700.1"", 'MisinT217500.1"", 'Misin18G054300.1"", 'Misin18G130800.1"", 'Misin18G151800.1"", 'Misin18G203700.1"", 'Misin12G197100.1"", 'Misin04G262400.1"", 'Misin04G276500.1"", 'Misin04G286100.1"", 'MisinT206700.1"", 'Misin07G044000.1"", 'Misin07G045900.1"", 'Misin07G193400.1"", 'Misin07G397300.1"", 'Misin07G414600.1"", 'Misin07G456600.1"", 'Misin07G492500.1"", 'Misin07G507200.1"", 'Misin07G547000.1"""
"2018","Misin06G332200.1","'MisinT249400.1"", 'Misin05G006400.1"", 'Misin05G111100.1"", 'Misin05G116600.1"", 'Misin05G320100.1"", 'Misin10G202400.1"", 'Misin16G191200.1"", 'Misin01G007500.1"", 'Misin01G052500.1"", 'Misin01G078800.1"", 'Misin01G169900.1"", 'Misin01G298800.1"", 'Misin01G473500.1"", 'Misin06G255700.1"", 'Misin02G134300.1"", 'Misin02G162900.1"", 'Misin02G212800.1"", 'Misin02G394800.1"", 'Misin02G448200.1"", 'Misin02G454400.1"", 'MisinT188800.1"", 'Misin14G128600.1"", 'Misin14G161000.1"", 'Misin09G009400.1"", 'Misin11G057500.1"", 'Misin11G207200.1"", 'Misin19G008400.1"", 'Misin19G253600.1"", 'Misin03G009200.1"", 'Misin03G156700.1"", 'Misin18G158400.1"", 'Misin12G209800.1"", 'Misin04G124700.1"", 'Misin04G209300.1"", 'Misin13G118000.1"", 'MisinT525800.1"", 'Misin07G280000.1"", 'Misin07G282500.1"", 'Misin07G467500.1"""
"2019","Misin06G334500.1","'Misin05G073200.1"", 'Misin10G078800.1"", 'Misin16G029200.1"", 'Misin16G228100.1"", 'Misin16G235200.1"", 'MisinT112900.1"", 'Misin01G480400.1"", 'Misin06G221300.1"", 'Misin06G381200.1"", 'Misin02G021500.1"", 'Misin14G154400.1"", 'Misin11G032000.1"", 'Misin18G095100.1"", 'Misin04G051500.1"", 'Misin07G097400.1"", 'Misin07G240100.1"", 'Misin07G267800.1"""
"2020","Misin06G335200.1","'Misin05G116200.1"", 'Misin05G170200.1"", 'Misin10G003600.1"", 'Misin17G250100.1"", 'Misin01G164200.1"", 'Misin01G355600.1"", 'Misin01G470900.1"", 'Misin06G198600.1"", 'Misin06G232700.1"", 'Misin06G274400.1"", 'Misin06G282800.1"", 'Misin06G305300.1"", 'Misin02G086100.1"", 'Misin02G120200.1"", 'Misin02G476900.1"", 'Misin15G094300.1"", 'Misin19G103000.1"", 'Misin19G273500.1"", 'Misin03G139100.1"", 'Misin03G142100.1"", 'Misin18G098400.1"", 'Misin04G123200.1"", 'Misin04G241100.1"", 'Misin07G230100.1"""
"2021","Misin06G335900.1","'Misin05G232300.1"", 'Misin05G366500.1"", 'Misin16G247300.1"", 'Misin19G137900.1"", 'Misin19G248800.1"""
"2022","Misin06G337000.1","'Misin05G001100.1"", 'Misin05G234800.1"", 'Misin05G313700.1"", 'Misin05G323600.1"", 'Misin10G024100.1"", 'Misin17G006200.1"", 'Misin17G175900.1"", 'Misin16G042100.1"", 'Misin16G220600.1"", 'Misin08G037300.1"", 'Misin08G152500.1"", 'Misin08G244800.1"", 'Misin08G290300.1"", 'Misin01G000100.1"", 'Misin01G003300.1"", 'Misin01G112000.1"", 'Misin01G112600.1"", 'Misin01G156200.1"", 'Misin01G204800.1"", 'Misin01G285000.1"", 'Misin01G286100.1"", 'Misin01G343500.1"", 'Misin01G398000.1"", 'MisinT498300.1"", 'MisinT074900.1"", 'Misin06G237900.1"", 'MisinT522100.1"", 'Misin02G051900.1"", 'Misin02G082500.1"", 'Misin02G129100.1"", 'Misin02G148000.1"", 'Misin02G179400.1"", 'Misin14G103900.1"", 'Misin14G145800.1"", 'MisinT057900.1"", 'MisinT552300.1"", 'Misin15G104900.1"", 'Misin15G148200.1"", 'Misin19G016000.1"", 'Misin19G018200.1"", 'Misin19G168600.1"", 'Misin03G122000.1"", 'Misin03G164700.1"", 'Misin03G294600.1"", 'Misin03G297000.1"", 'Misin03G306700.1"", 'Misin12G166200.1"", 'Misin04G044900.1"", 'Misin04G274200.1"", 'Misin04G294200.1"", 'MisinT410200.1"", 'MisinT455200.1"", 'MisinT529900.1"", 'Misin07G185700.1"", 'Misin07G200900.1"", 'Misin07G296700.1"", 'Misin07G329900.1"", 'Misin07G354900.1"", 'Misin07G536000.1"""
"2023","Misin06G337300.1","'Misin05G117900.1"", 'Misin05G150600.1"", 'Misin05G172000.1"", 'Misin05G256200.1"", 'Misin05G402400.1"", 'Misin05G403800.1"", 'Misin10G073500.1"", 'Misin17G033300.1"", 'Misin17G134100.1"", 'Misin17G149000.1"", 'Misin17G257000.1"", 'Misin16G125300.1"", 'Misin16G141200.1"", 'Misin16G158500.1"", 'Misin16G168900.1"", 'Misin16G191400.1"", 'Misin16G249200.1"", 'Misin08G012200.1"", 'Misin08G025400.1"", 'Misin08G039500.1"", 'Misin08G068000.1"", 'Misin01G032100.1"", 'Misin01G145800.1"", 'Misin01G484700.1"", 'Misin01G484800.1"", 'Misin06G187100.1"", 'Misin06G392300.1"", 'Misin06G413000.1"", 'Misin02G003300.1"", 'Misin02G018500.1"", 'Misin02G101600.1"", 'Misin02G116400.1"", 'Misin02G279800.1"", 'Misin02G356400.1"", 'Misin02G376000.1"", 'Misin02G419900.1"", 'Misin02G479700.1"", 'Misin14G082500.1"", 'Misin14G130400.1"", 'Misin14G136900.1"", 'Misin09G051100.1"", 'Misin09G087900.1"", 'MisinT100900.1"", 'Misin11G017500.1"", 'Misin15G048900.1"", 'Misin15G175400.1"", 'Misin19G006900.1"", 'Misin19G035900.1"", 'Misin03G108800.1"", 'Misin03G196900.1"", 'Misin03G221100.1"", 'Misin03G278900.1"", 'Misin18G093500.1"", 'Misin18G136700.1"", 'Misin18G153500.1"", 'Misin18G211900.1"", 'MisinT462800.1"", 'Misin12G011900.1"", 'Misin12G144900.1"", 'Misin12G178400.1"", 'Misin12G245700.1"", 'Misin04G073900.1"", 'Misin04G135400.1"", 'Misin04G214000.1"", 'Misin04G304700.1"", 'Misin04G345100.1"", 'MisinT059300.1"", 'Misin07G101000.1"", 'Misin07G153500.1"", 'Misin07G156500.1"", 'Misin07G241600.1"", 'Misin07G264300.1"", 'Misin07G266500.1"", 'Misin07G500300.1"""
"2024","Misin06G338800.1","'Misin06G052800.1"", 'Misin13G107600.1"""
